post_id,platform,account,post_date,content_type,impressions,reach,likes,comments,shares,saves,clicks,hashtags,engagement_rate,follower_count,sentiment
POST_001787,Instagram,@charles_robinson,2023-01-18,Poll,231940,144934,3192,425,83,248,5952,"tech,content,marketing",1.5952,6101,-
POST_001788,IG,@charles_davis,2024-12-20,Post,414519,320329,13009,1944,495,845,14107,#growth #data #socialmedia,3.7267,240348,great
POST_001789,Twitter,@robert_johnson,2024-01-14,Carousel,93874,57301,5629,340,177,289,3282,"['content', 'startup']",0.065471,116671,
POST_001790,X,@william_robinson,2023-11-14,Carousel,441149,308144,24859,2172,1561,1807,10691,"['data', 'analytics']",6.4813,490219,
POST_001791,Twitter,@sarah_jones,2023-05-05,Tweet,29762,20573,2038,158,108,163,291,"data,marketing,startup",0.077414,241145,
POST_001792,TW,@barbara_gonzalez,2024-11-10,Poll,474013,345730,24263,2765,1061,756,6430,['tech'],5.9258,200100,positive
POST_001793,instagram,@richard_white,2024-01-14,Story,90204,75663,4227,448,294,333,1692,"['tech', 'ai']",5.5086,460116,negative
POST_001794,Instagram,@thomas_davis,2023-07-09,Tweet,109173,71341,2237,189,71,103,1652,"marketing,analytics",0.022872,152115,negative
POST_001795,twitter,@david_harris,2023-08-05,Carousel,180013,142235,8409,1190,206,483,2096,growth,0.054468,210191,positive
POST_001796,Twitter,@william_anderson,2023-08-02,Thread,267864,242062,26035,3601,1689,1991,3737,#ai #marketing #business,11.6944,381207,-
POST_001797,Twitter,@sarah_moore,2024-03-12,Carousel,274194,175690,10619,484,347,403,3311,"['startup', 'tech']",0.041759,188501,+
POST_001798,INSTA,@richard_white,2024-08-08,Reel,487858,356801,27282,2305,1047,2162,5297,#ai,0.062793,61583,1
POST_001799,Instagram,@patricia_miller,2023-12-13,Thread,261972,166602,18475,569,898,1174,8860,"['content', 'startup', 'socialmedia', 'data']",7.6123,485683,neg
POST_001800,IG,@emma_jones,2024-10-05,Poll,491696,429528,36211,3643,2855,1029,19404,['tech'],8.6861,438457,neg
POST_001801,IG,@joseph_brown,2024-05-24,Poll,225243,142039,11253,1503,385,996,5969,"['tech', 'content', 'growth']",0.058341,64712,
POST_001802,IG,@sophia_jackson,2023-12-23,Carousel,61591,58099,6577,690,359,458,2338,"['analytics', 'marketing', 'growth', 'startup']",0.123817,401711,
POST_001803,Instagram,@william_smith,2024-10-07,Post,179766,261062,13542,926,1001,363,6606,"content,startup,ai,socialmedia",0.086051,370755,negative
POST_001804,Twitter,@joseph_johnson,2023-02-16,Tweet,436924,394327,46353,6497,1363,3720,8640,business,0.124079,1,0
POST_001805,Twitter,@thomas_gonzalez,2023-05-09,Thread,191515,164878,17555,2328,1147,594,4567,#analytics #business #tech #ai,0.109809,417935,neg
POST_001806,TW,@emma_lopez,2023-09-13,Thread,291407,165940,12635,1716,778,701,4069,['growth'],0.051917,183522,pos
POST_001807,Instagram,@sophia_clark,2023-03-05,Carousel,1211,968,57,6,3,3,14,ai,0.0545,308749,positive
POST_001808,twitter,@richard_johnson,2024-08-10,Reel,205008,105926,3369,136,225,139,4747,#marketing,0.018194,287382,positive
POST_001809,IG,@susan_anderson,2024-03-07,Story,111741,148796,8794,879,360,653,2975,"analytics,socialmedia,growth,data",8.9788,73648,great
POST_001810,Twitter,@richard_johnson,2023-12-16,Reel,411026,310478,17940,1734,348,438,9350,business,0.048712,487471,1
POST_001811,Instagram,@patricia_hernandez,2023-11-10,Carousel,87155,66591,3089,437,142,74,2079,"growth,socialmedia,data",0.042086,291595,neg
POST_001812,Instagram,@olivia_garcia,2024-06-08,Poll,48040,30723,2101,265,47,164,1676,['tech'],0.050229,67343,negative
POST_001813,X,@mary_robinson,2024-06-16,Tweet,291395,259958,30590,1817,617,1838,9455,"['data', 'business']",11.3331,182355,
POST_001814,Twitter,@emma_thomas,2023-10-04,Story,151728,117182,6754,816,293,650,6360,content,0.051823,151424,positive
POST_001815,Instagram,@emma_thompson,2024-02-06,Reel,223478,176442,9068,681,260,374,5705,#business #startup,0.044787,413361,positive
POST_001816,twitter,@ava_miller,2023-01-25,Reel,278640,215474,10338,781,387,950,10162,startup,0.041293,438491,
POST_001817,twitter,@elizabeth_thompson,2024-07-21,Post,109551,74701,1727,240,40,50,2275,"data,growth",1.832,99196,pos
POST_001818,instagram,@richard_white,2024-05-08,Poll,49047,26044,908,35,63,35,823,#growth #ai #tech #content,2.0511,338966,0
POST_001819,Instagram,@sophia_moore,2023-07-20,Reel,65875,49662,2131,107,130,127,2313,#tech #ai,0.035947,378818,negative
POST_001820,IG,@david_brown,2023-08-06,Post,477226,415750,43915,3501,2385,3212,7950,"content,tech",0.104355,57649,good
POST_001821,Twitter,@jennifer_smith,2023-02-21,Post,337955,306781,29747,2476,509,927,5760,"['ai', 'growth', 'business', 'startup']",9.6853,360330,good
POST_001822,IG,@jennifer_martin,2023-12-22,Thread,244396,137166,12745,1771,408,744,2539,#business,0.061065,303311,
POST_001823,Twitter,@john_lee,2024-09-21,Tweet,450106,373598,13796,1462,746,587,9134,"['data', 'analytics']",3.5556,497540,negative
POST_001824,TW,@linda_taylor,2024-10-27,Poll,97389,57898,6828,673,165,258,756,"['tech', 'startup', 'ai', 'socialmedia']",0.078715,129329,0
POST_001825,TW,@charles_wilson,2024-04-11,Thread,127828,75840,8779,1018,601,441,971,['data'],0.081344,21216,negative
POST_001826,INSTA,@william_hernandez,2023-06-12,Story,64486,34126,2923,110,208,71,1888,"growth,data",5.0259,446863,positive
POST_001827,twitter,@sarah_moore,2023-05-03,Tweet,307318,288150,33095,3089,1624,2444,12632,"['startup', 'ai']",0.123026,1,+
POST_001828,instagram,@patricia_hernandez,2023-09-13,Reel,474431,396924,38953,4372,750,1277,16863,tech,9.2901,347270,negative
POST_001829,Twitter,@david_lopez,2023-05-20,Tweet,80742,52678,1722,227,43,62,2994,"tech,marketing,ai,analytics",2.4671,258889,negative
POST_001830,Instagram,@robert_davis,2023-04-25,Reel,494434,437515,33702,1077,385,3143,20802,"ai,analytics",7.112,257536,0
POST_001831,Instagram,@charles_martin,2023-04-28,Tweet,120886,68335,3432,211,102,295,1979,#marketing #tech,3.098,181416,-
POST_001832,Twitter,@karen_johnson,2023-01-27,Story,441486,288446,15003,834,1001,420,5507,"['content', 'socialmedia', 'startup', 'ai']",0.038139,223636,neg
POST_001833,X,@sarah_johnson,2023-01-05,Tweet,91769,47924,4454,594,138,315,1982,['tech'],5.6511,46871,
POST_001834,Twitter,@mary_johnson,2023-10-29,Story,23889,16638,1375,106,92,119,594,"content,business,tech,data",6.5846,319918,
POST_001835,Twitter,@liam_lee,2024-10-17,Story,271096,322718,24493,3521,1721,932,14318,['growth'],0.109684,0,positive
POST_001836,IG,@sarah_williams,2023-03-14,Poll,416257,393509,46987,5705,3287,4354,4519,"content,data,business,startup",0.134482,470303,
POST_001837,twitter,@olivia_brown,2024-08-16,Tweet,21303,12469,575,76,39,39,678,"['socialmedia', 'tech', 'marketing']",3.239,234494,+
POST_001838,Twitter,@noah_wilson,2023-08-07,Poll,412462,238003,25565,3336,605,993,5906,#data #business #startup #content,0.071536,107874,0
POST_001839,twitter,@charles_smith,2024-06-03,Thread,232603,121278,10786,527,570,734,1975,#socialmedia #content,0.051087,68962,bad
POST_001840,X,@charles_hernandez,2024-09-11,Carousel,387470,401949,9160,328,363,742,12056,#content #growth #marketing,0.025424,232825,+
POST_001841,INSTA,@thomas_gonzalez,2024-03-07,Post,450507,241310,16207,1625,416,813,4170,"socialmedia,business,growth,startup",4.0505,268731,
POST_001842,Twitter,@charles_thompson,2023-02-01,Post,20178,17017,600,23,44,31,332,['marketing'],3.3056,220239,positive
POST_001843,Instagram,@linda_thomas,2023-03-16,Carousel,69959,48138,1535,151,118,107,1392,"['socialmedia', 'growth', 'tech']",0.025787,178551,good
POST_001844,IG,@charles_lee,2024-04-07,Post,95758,90698,8099,472,294,562,5099,"['growth', 'tech', 'analytics', 'socialmedia']",0.092577,485505,0
POST_001845,Twitter,@olivia_lee,2024-02-14,Reel,295422,157038,17082,2456,1176,726,3990,"['content', 'data', 'socialmedia', 'marketing']",0.070117,422008,negative
POST_001846,Instagram,@linda_lopez,2023-10-11,Thread,296061,207092,18212,1520,1448,679,2583,#marketing,0.071539,118329,positive
POST_001847,X,@david_thomas,2024-02-29,Story,20939,19615,1061,111,80,100,323,"analytics,content,marketing,tech",0.059793,485915,neg
POST_001848,instagram,@david_moore,2023-10-13,Story,120020,83250,2038,207,57,148,1299,#startup,1.918,143011,1
POST_002308,twitter,@sarah_johnson,2023-02-28,Story,275263,180640,12081,1700,139,388,10151,#marketing,0.05057,170,positive
POST_001850,X,@thomas_martinez,2024-01-01,Story,196287,110181,4348,559,100,231,6194,"content,analytics,tech",0.025509,490733,positive
POST_001851,Instagram,@sarah_lewis,2023-04-05,Tweet,396501,306283,31405,3927,699,784,16774,"content,startup,ai,growth",0.090872,150175,positive
POST_001852,Instagram,@john_miller,2023-09-09,Story,363370,232911,12777,874,367,1110,12475,"business,marketing",3.8578,291738,+
POST_001853,Instagram,@noah_jackson,2023-12-28,Reel,97479,73824,8130,584,295,363,3449,"socialmedia,tech,business,growth",9.242,220155,negative
POST_001854,Instagram,@robert_harris,2023-03-01,Tweet,23012,21045,679,50,45,33,1106,"['content', 'startup']",0.033635,427558,bad
POST_001855,Instagram,@linda_thompson,2024-09-21,Carousel,191567,145364,3811,284,130,124,3444,#data #tech,0.022055,415599,bad
POST_001856,Instagram,@jessica_jackson,2024-10-08,Tweet,299152,158008,3214,436,234,308,6928,"socialmedia,business",0.012983,464773,positive
POST_001857,INSTA,@jessica_jackson,2023-03-01,Story,208328,150448,17746,1564,1023,771,5186,#socialmedia,0.097601,462303,0
POST_001858,Twitter,@robert_jackson,2023-05-21,Poll,128748,105334,7093,779,113,183,1899,"['marketing', 'tech', 'ai']",0.06202,64215,0
POST_001859,X,@william_moore,2023-08-12,Reel,431259,331796,30637,1750,2417,685,15348,content,8.0703,17302,great
POST_001860,twitter,@emma_brown,2024-05-14,Reel,228489,128188,3900,578,114,242,5414,#data #tech,2.0097,451195,0
POST_001861,Instagram,@joseph_thompson,2023-01-27,Post,21277,14719,450,65,26,9,287,"['growth', 'data', 'marketing', 'tech']",2.5427,469324,pos
POST_001862,TW,@noah_smith,2024-07-03,Post,16678,12325,577,59,37,53,689,"tech,business,startup",0.040353,406667,positive
POST_001863,Twitter,@richard_miller,2024-03-16,Poll,158547,106802,3298,463,119,166,1494,['content'],2.4472,160079,negative
POST_001864,Twitter,@barbara_garcia,2023-06-01,Post,236831,216861,5299,689,381,210,10402,['content'],2.6893,9571,positive
POST_001865,Instagram,@charles_jones,2023-12-18,Tweet,48739,45972,1221,50,81,120,1811,"['marketing', 'tech']",2.774,42348,negative
POST_001866,Twitter,@joseph_taylor,2023-04-27,Reel,305024,256951,16091,2355,1028,758,7135,#growth #business #tech #marketing,6.3844,298675,negative
POST_001867,IG,@joseph_robinson,2023-07-21,Tweet,329562,301435,18951,1253,1362,1098,6086,"tech,growth,socialmedia,analytics",6.5438,14720,positive
POST_001868,instagram,@william_lewis,2024-10-28,Thread,143341,201219,14038,765,480,553,10027,#socialmedia #business #growth #data,0.10662,275925,bad
POST_001869,IG,@elizabeth_johnson,2023-01-13,Thread,256560,168531,13770,2049,840,930,9600,"business,ai,analytics,data",0.064932,203193,negative
POST_001870,Instagram,@james_martin,2023-01-19,Post,405059,264716,12587,532,558,458,5146,['tech'],0.033765,113311,positive
POST_001871,IG,@michael_thompson,2023-12-21,Carousel,266713,138305,10075,1077,588,608,4357,"['content', 'tech', 'data', 'growth']",4.4017,313572,neg
POST_001872,Twitter,@mary_gonzalez,2023-11-15,Tweet,68092,40668,4828,685,297,329,2046,#startup #tech #content #socialmedia,8.5326,231204,1
POST_001873,Instagram,@noah_hernandez,2024-08-06,Carousel,87613,49893,4230,629,230,136,1674,#tech,5.8085,387875,negative
POST_001874,Twitter,@david_lewis,2023-02-20,Carousel,241464,138958,14115,1903,977,399,2013,#analytics #content #growth #ai,0.070383,120305,neg
POST_001875,INSTA,@sophia_miller,2024-02-04,Poll,185310,105860,11436,1578,307,974,5784,"startup,content,growth,marketing",7.1885,434492,1
POST_001876,TW,@richard_taylor,2023-11-07,Post,417014,271737,11454,1001,137,612,4605,"content,startup,data,socialmedia",3.0196,422778,positive
POST_001877,IG,@john_thompson,2024-01-28,Poll,437180,346373,14359,2079,809,1007,18022,"['business', 'startup', 'tech']",3.9451,181062,neg
POST_001878,TW,@charles_white,2023-05-20,Reel,414998,368790,15233,812,222,782,8195,"['content', 'startup', 'data']",0.039198,20165,
POST_001879,Instagram,@thomas_harris,2024-11-08,Carousel,309134,179898,10819,655,301,550,3058,['socialmedia'],0.03809,15446,negative
POST_001880,Instagram,@thomas_lee,2024-11-01,Poll,295900,234434,26530,1466,588,2511,7120,['content'],0.0966,0,0
POST_001881,Instagram,@ava_anderson,2024-02-22,Story,430809,315329,33617,3812,1151,2983,15824,#content #business #data #analytics,0.089552,249608,
POST_001882,twitter,@olivia_lopez,2023-08-18,Reel,245240,194035,12193,415,966,1035,10658,marketing,5.535,115404,neg
POST_001883,Twitter,@sarah_moore,2023-07-31,Tweet,315224,158572,10603,604,619,700,2504,#socialmedia #tech #content #marketing,0.037516,416983,pos
POST_001884,Instagram,@barbara_thompson,2024-08-05,Tweet,126364,111077,11860,999,148,643,1525,"socialmedia,business",10.2933,384870,bad
POST_001885,Instagram,@olivia_lee,2023-05-11,Carousel,287088,194052,14661,1081,1147,802,4216,socialmedia,5.8829,44680,great
POST_001886,X,@susan_jones,2023-09-30,Poll,164755,140501,8102,246,623,603,6203,#business #startup #analytics #tech,0.054451,439562,pos
POST_001887,X,@noah_lewis,2023-03-25,Post,449302,293725,7521,434,451,328,8934,"['content', 'growth', 'business']",0.018709,336055,bad
POST_001888,Instagram,@james_anderson,2024-01-23,Post,262433,244840,15624,569,1010,952,12932,['tech'],6.5552,448818,bad
POST_001889,Instagram,@olivia_thompson,2023-11-28,Post,250478,201102,7894,457,172,224,7387,startup,3.4027,4592,
POST_001890,TW,@robert_moore,2024-05-09,Carousel,348251,319600,8068,739,383,472,5039,"['socialmedia', 'marketing', 'growth']",2.6389,201585,bad
POST_001891,instagram,@susan_garcia,2024-09-09,Tweet,359029,246432,6483,475,272,499,4366,"['ai', 'tech', 'marketing']",2.0138,197265,negative
POST_001892,Instagram,@sarah_brown,2024-05-05,Thread,465786,295114,23219,2995,1304,926,14504,#growth #marketing #ai,5.9079,50973,neg
POST_001893,TW,@charles_lee,2023-01-29,Post,59635,41990,2626,198,161,215,1975,"business,data,growth,socialmedia",5.0054,114848,
POST_001894,Twitter,@sarah_taylor,2024-09-12,Story,441544,249335,25775,2008,721,2202,4118,#growth #startup #socialmedia #data,0.064555,408980,neg
POST_001895,Instagram,@elizabeth_thompson,2023-06-21,Tweet,92450,55434,4579,310,136,283,1227,#socialmedia #growth #analytics #content,5.4354,397381,negative
POST_001896,INSTA,@elizabeth_davis,2023-08-20,Story,485543,325326,8744,426,622,654,18540,['marketing'],2.0167,151404,neg
POST_001897,instagram,@olivia_thomas,2023-12-06,Story,227420,148406,10135,549,296,769,2354,"['tech', 'business']",4.8281,412647,-
POST_001898,instagram,@jessica_wilson,2023-12-22,Reel,486841,252673,20009,2826,695,1411,12163,['data'],0.048332,455363,
POST_001899,Twitter,@richard_wilson,2024-09-21,Story,171748,102451,10630,967,632,847,2518,"['analytics', 'startup']",0.071203,54731,pos
POST_001900,Instagram,@patricia_johnson,2024-09-01,Reel,98125,76313,8884,1239,534,711,2061,"['business', 'growth', 'tech', 'ai']",10.8606,95854,positive
POST_001901,INSTA,@barbara_lopez,2023-04-21,Tweet,116817,105566,6718,684,245,603,1744,#analytics #marketing #ai,0.065461,169453,negative
POST_001902,Twitter,@richard_lee,2023-08-23,Story,58917,34741,1534,109,119,61,651,"socialmedia,tech,growth,data",0.029906,150154,0
POST_001903,Twitter,@ava_brown,2024-01-08,Reel,165028,98247,6840,1017,235,319,5313,analytics,0.049034,401171,positive
POST_001904,Instagram,@david_hernandez,2023-06-03,Tweet,318098,265729,10944,416,310,588,4709,"['analytics', 'data']",3.6687,292879,
POST_001905,X,@james_wilson,2023-09-01,Poll,341775,269011,12742,1795,196,469,13231,['analytics'],0.043107,296029,
POST_001906,Twitter,@patricia_lee,2023-07-22,Reel,459922,413361,14315,1149,533,932,4442,"['data', 'socialmedia']",3.4782,264616,
POST_001907,TW,@jennifer_jackson,2023-08-19,Story,321054,181563,15326,1915,823,503,3722,#socialmedia #analytics,5.6265,475072,neg
POST_002308,IG,@patricia_lewis,2023-08-28,Thread,441794,400268,35850,4533,583,1924,20913,#socialmedia,9.2726,312244,-
POST_001909,twitter,@william_lewis,2024-06-12,Thread,58560,36613,2077,138,20,129,1799,"data,content,socialmedia,marketing",3.8166,408952,+
POST_001910,Instagram,@barbara_smith,2023-04-26,Post,226336,141254,2944,116,109,84,8268,"['socialmedia', 'data', 'business']",1.4001,359480,
POST_001911,TW,@jessica_hernandez,2024-09-12,Carousel,492462,339469,27298,3400,1204,1010,6261,['data'],6.4781,280930,positive
POST_001912,X,@robert_lee,2023-05-13,Carousel,174041,162389,7066,835,205,497,6935,"analytics,growth",0.046575,243532,great
POST_001913,instagram,@mary_taylor,2024-09-26,Carousel,349715,191058,6014,372,91,596,6469,"['marketing', 'business', 'tech', 'startup']",0.018521,45730,
POST_001914,Instagram,@sophia_smith,2023-02-08,Post,416917,324974,22555,2968,1368,2035,11322,#growth #marketing,6.45,461678,negative
POST_001915,X,@emma_anderson,2024-11-16,Thread,111782,124572,6579,633,219,270,5565,"['content', 'ai', 'startup']",6.6478,136807,-
POST_001916,instagram,@linda_lewis,2023-06-12,Tweet,226913,210005,12163,1479,317,1029,9924,#analytics #socialmedia #growth,6.1517,328537,negative
POST_001917,Twitter,@thomas_brown,2023-01-08,Carousel,43630,36930,3578,311,134,104,1263,#content #business #socialmedia #marketing,9.2207,100877,positive
POST_001918,instagram,@sophia_martin,2024-10-24,Thread,91148,48188,5210,213,198,244,1700,"['startup', 'ai', 'tech']",6.1669,28095,good
POST_001919,Instagram,@john_anderson,2023-03-26,Story,444528,386618,40149,1617,1331,1621,19194,#tech #growth,9.695,85777,pos
POST_001920,Instagram,@ava_williams,2024-03-22,Reel,43526,36988,2898,321,180,128,1346,"['data', 'marketing', 'tech']",7.8091,1,pos
POST_001921,TW,@sarah_martin,2024-06-24,Post,181488,168019,5780,866,345,276,5758,"business,tech,marketing,growth",0.03852,159097,negative
POST_001922,Instagram,@linda_jones,2023-08-30,Poll,323482,187973,10544,1297,131,867,9321,#tech #content,0.03701,45640,0
POST_001923,INSTA,@noah_martinez,2024-10-10,Thread,115165,83618,5513,470,190,375,2089,content,5.3601,398469,negative
POST_001924,Twitter,@karen_johnson,2024-08-07,Tweet,86447,58614,4399,594,219,280,2884,#tech #data #marketing #growth,0.060291,470647,
POST_001925,X,@robert_lewis,2023-01-24,Carousel,141015,114499,4008,353,273,207,6139,socialmedia,3.2862,150772,great
POST_001926,Instagram,@patricia_brown,2024-03-13,Tweet,485097,277655,13857,1359,446,376,8512,#startup #ai #analytics,0.032286,20869,+
POST_001927,Twitter,@linda_brown,2024-04-21,Poll,134158,69645,7239,507,86,305,1269,"socialmedia,ai,tech",5.8379,295578,
POST_001928,Instagram,@thomas_garcia,2023-05-17,Carousel,64835,41638,4946,551,342,107,1526,"data,growth",9.0059,227895,-
POST_001929,X,@elizabeth_martinez,2024-08-28,Post,387938,320030,13719,1349,824,734,6262,"['socialmedia', 'content', 'startup']",4.0965,325662,positive
POST_001930,twitter,@charles_robinson,2024-03-29,Reel,239060,188244,17953,2564,886,469,5867,#startup #content #marketing,8.953,250496,negative
POST_001931,twitter,@karen_martin,2024-02-23,Reel,322348,204403,9654,748,493,560,8064,"['data', 'marketing']",3.3799,411674,positive
POST_001932,Instagram,@patricia_garcia,2024-11-14,Carousel,401126,307832,10560,941,662,709,16865,"analytics,socialmedia",0.030322,175532,0
POST_001933,Twitter,@linda_williams,2024-05-15,Tweet,173543,128248,4409,223,206,374,3299,"['socialmedia', 'startup']",0.027878,342051,negative
POST_001934,twitter,@barbara_anderson,2023-02-25,Story,34636,22186,2306,282,122,96,1126,"growth,data,business,analytics",0.078242,112453,neg
POST_001935,X,@robert_moore,2024-07-21,Story,165315,84135,5550,821,442,306,4704,"['startup', 'analytics', 'socialmedia', 'business']",0.041212,272166,1
POST_001936,twitter,@sophia_thomas,2024-12-23,Carousel,156783,113990,9481,1397,242,629,5815,"['startup', 'analytics', 'ai', 'tech']",7.0926,174472,positive
POST_001937,Twitter,@joseph_jones,2024-01-31,Story,478431,241247,26210,2287,1422,1122,3805,"ai,data,business,analytics",6.2536,53109,positive
POST_001938,X,@michael_moore,2023-11-06,Poll,258625,211679,16864,1577,1098,1056,8051,#analytics #tech #socialmedia,0.07555,188133,good
POST_001939,Instagram,@barbara_brown,2023-04-02,Poll,322103,192082,3878,255,78,251,4352,"['content', 'socialmedia', 'analytics']",1.3073,129457,positive
POST_001940,Instagram,@michael_lee,2023-12-23,Carousel,182444,117218,9551,1399,711,529,2074,"ai,analytics",6.3916,116633,great
POST_001941,Twitter,@sophia_martin,2023-01-24,Thread,362023,199355,5345,234,162,530,11642,"socialmedia,analytics,data,tech",0.015858,20362,great
POST_001942,X,@olivia_harris,2023-01-17,Story,27633,20765,1358,167,86,134,683,"ai,analytics",5.83,210162,0
POST_001943,Instagram,@william_hernandez,2023-04-17,Reel,149095,185024,18013,1751,967,618,3917,#tech,13.9046,451799,good
POST_001944,X,@emma_martin,2023-07-12,Carousel,203001,141608,14696,1578,712,790,3078,#tech #business #content,0.083674,314288,
POST_001945,Instagram,@charles_jackson,2024-03-31,Thread,495126,395913,24514,2595,1836,2256,18636,"['content', 'startup', 'data', 'business']",0.05846,234087,good
POST_001946,Twitter,@ava_wilson,2023-10-03,Post,423844,396872,31237,2572,1244,3015,20770,"socialmedia,marketing,startup,ai",0.082703,146845,1
POST_001947,Twitter,@jennifer_jones,2024-07-06,Story,373232,272688,26796,2477,1133,1063,6283,"['data', 'growth', 'business', 'analytics']",8.1467,7228,pos
POST_001948,Twitter,@john_lopez,2024-12-07,Poll,124920,75258,3737,424,176,244,864,#business #data #socialmedia,3.4718,456448,bad
POST_001949,instagram,@thomas_jones,2024-08-13,Carousel,120264,97237,7548,1087,550,371,4596,#socialmedia #ai,7.6374,459683,pos
POST_001950,Instagram,@karen_davis,2024-06-23,Post,445360,284131,11944,943,941,617,4614,"data,socialmedia,ai",0.031049,421845,great
POST_001951,X,@john_williams,2024-02-23,Story,461050,288231,12003,1002,918,242,10776,"analytics,business,content,tech",3.0198,0,0
POST_001952,twitter,@sarah_garcia,2024-11-16,Thread,264385,207676,9406,480,653,737,8671,#analytics #startup,0.039862,460591,negative
POST_001953,Twitter,@liam_lopez,2023-06-07,Story,194355,102286,6892,763,301,219,1966,"growth,tech,marketing",4.0935,493278,1
POST_001954,twitter,@thomas_white,2024-06-18,Carousel,286694,193516,5700,799,169,430,6847,#tech,0.023258,101530,
POST_001955,Instagram,@thomas_thomas,2024-10-11,Reel,34072,22671,2172,203,165,56,431,"['data', 'marketing', 'ai']",7.4548,370807,+
POST_001956,Twitter,@thomas_thomas,2024-09-10,Story,208190,118419,6122,359,124,290,6768,#analytics #growth #business #tech,3.1726,456755,bad
POST_001957,instagram,@sarah_lewis,2023-08-04,Poll,187645,145005,14607,1249,184,1305,7336,"growth,content",8.5481,404651,-
POST_001958,Twitter,@emma_martinez,2023-01-24,Tweet,233402,197837,6257,543,295,541,9297,"ai,analytics,tech",0.030398,171345,
POST_001959,IG,@thomas_wilson,2024-10-01,Story,404955,258458,22901,1339,1194,737,13912,"['startup', 'data']",0.062807,193604,+
POST_001960,Instagram,@david_robinson,2024-09-22,Reel,398428,266185,30374,2942,1750,2509,10892,#ai #data,8.8011,173340,great
POST_001961,Twitter,@william_smith,2024-04-07,Post,216475,145202,15941,1657,615,1358,6776,['startup'],8.4134,25245,positive
POST_001962,Twitter,@david_lewis,2024-08-16,Thread,387231,295163,32513,1968,2222,985,10303,"['growth', 'socialmedia']",0.094783,201911,pos
POST_001963,Twitter,@linda_anderson,2024-01-27,Tweet,260409,220078,9627,812,554,281,4074,"startup,socialmedia,business,growth",0.042214,181884,great
POST_001964,X,@charles_brown,2024-03-09,Poll,482741,272816,19340,2091,1338,1061,16097,#growth #marketing #tech,0.047166,285560,great
POST_001965,TW,@patricia_white,2023-07-01,Thread,241359,122346,14328,1990,1005,824,6706,#ai #content,7.1773,375557,positive
POST_001966,Twitter,@ava_garcia,2024-05-27,Carousel,14363,11980,369,15,26,9,335,#data #analytics #socialmedia #growth,0.028546,38313,positive
POST_001967,IG,@william_thompson,2024-08-12,Poll,477589,312552,32912,4532,1697,2566,7464,"ai,business,growth,analytics",8.1955,402176,good
POST_001968,TW,@michael_gonzalez,2024-07-17,Story,272160,200210,16963,780,286,601,11768,#tech #business #analytics #startup,0.066244,474520,great
POST_001969,Twitter,@sophia_white,2023-01-19,Story,21979,32487,1592,142,39,54,949,"['content', 'growth', 'business', 'startup']",0.080668,206792,positive
POST_001970,twitter,@robert_martin,2023-02-07,Story,317797,300881,13092,1775,303,1296,12331,"['business', 'ai']",0.047735,34997,neg
POST_001971,instagram,@emma_garcia,2024-09-06,Tweet,137473,116051,13618,1912,600,345,3623,['content'],11.7332,43125,good
POST_001972,Instagram,@jennifer_clark,2023-07-01,Thread,24480,15833,390,48,8,37,404,"business,marketing,socialmedia",1.8219,46685,1
POST_001973,Twitter,@karen_thompson,2024-04-08,Tweet,389272,226924,18281,753,580,1527,6545,"['startup', 'content', 'data']",5.0386,395879,-
POST_001974,Instagram,@susan_williams,2024-11-15,Story,487707,362005,19069,1291,490,1001,14697,growth,0.042751,282837,good
POST_001975,twitter,@david_anderson,2024-01-14,Thread,30099,21822,2022,107,131,165,660,#content #data #socialmedia,0.075086,428364,bad
POST_001976,Twitter,@charles_hernandez,2023-08-08,Carousel,267479,148620,15810,1462,904,940,7204,data,0.067953,135556,
POST_001977,INSTA,@david_davis,2024-12-01,Poll,173014,122158,12482,959,841,509,6293,#business,0.082548,384954,
POST_001978,Instagram,@barbara_harris,2023-03-17,Poll,496796,463896,48191,6757,528,3252,17198,#marketing #business #content,0.111668,212412,negative
POST_001979,Instagram,@susan_anderson,2023-12-18,Reel,433984,322481,36809,2159,2174,3678,3484,#content #socialmedia #data,9.4801,52189,1
POST_001980,Instagram,@charles_miller,2024-05-13,Thread,375122,354809,35299,4650,380,2062,19436,"['growth', 'ai']",0.107509,246308,+
POST_001981,Instagram,@sophia_harris,2023-01-19,Reel,49729,29275,2321,169,83,184,805,#growth,5.174,179950,+
POST_001982,Instagram,@noah_martinez,2023-10-05,Reel,110488,83775,3604,484,36,122,3428,#analytics,3.7325,208901,great
POST_001983,Twitter,@ava_lopez,2023-03-07,Story,82462,44906,2181,132,140,94,2019,#socialmedia #business,2.9747,393852,negative
POST_001984,Instagram,@noah_clark,2024-08-25,Tweet,475493,396866,14896,1194,396,930,23767,"content,growth,tech,analytics",3.4671,8813,pos
POST_001985,Twitter,@joseph_wilson,2023-11-13,Poll,163222,103084,8995,684,461,183,3651,"startup,ai",6.2124,216661,pos
POST_001986,Twitter,@susan_martinez,2024-02-27,Reel,14043,19413,529,64,7,40,402,"['data', 'business', 'ai', 'startup']",4.2726,30223,positive
POST_001987,Instagram,@sarah_davis,2024-11-21,Poll,360372,184273,5596,584,61,129,10185,#content #analytics #marketing,0.017318,409814,-
POST_001988,TW,@noah_lewis,2024-12-25,Post,369939,474414,33661,4816,2553,3220,7863,#business,0.11091,206781,negative
