campaign_id,campaign_name,channel,start_date,end_date,budget_usd,spend_usd,impressions,clicks,ctr,conversions,conversion_rate,revenue_usd,roi_pct,target_audience
CMP-3350,Winter Deal 2023,Search Ads,2023-08-30,2023-09-28,42614.22,30414.24,359522,15368,4.27,1259,8.19,203970.69,570.64,55+ Retirees
CMP-3351,Launch Offer 2025,Influencer,2025-05-29,2025-06-25,27004.28,25562.48,438508,3239,0.74,367,11.33,45110.56,76.47,Students
CMP-3352,Fall Sale 2023,Podcast,2023-04-02,2023-06-15,34511.77,25354.07,333910,13324,3.99,1703,12.78,67505.14,166.25,35-44 Parents
CMP-3353,Fall Blast 2022,Video Ads,2022-06-25,2022-08-11,39940.26,34821.41,337099,25218,7.48,1417,5.62,29742.65,-14.59,Students
CMP-3354,Winter Deal 2025,Email,2025-08-28,2025-09-08,11930.44,10216.7,366632,4145,1.13,495,11.94,74860.23,632.72,18-24 Urban
CMP-3355,Winter Event 2024,Influencer,2024-03-06,2024-05-20,15785.15,13361.06,219428,5668,2.58,849,14.98,104446.19,681.72,Small Business
CMP-3356,Exclusive Blast 2024,Search Ads,2024-01-21,2024-02-02,22221.3,18547.96,96887,6152,6.35,807,13.12,17209.7,-7.22,55+ Retirees
CMP-3357,Premium Sale 2023,Video Ads,2023-07-02,2023-09-22,6497.31,4001.08,206063,14066,6.83,140,1.0,12149.06,203.64,25-34 Professionals
CMP-3358,Summer Promo 2025,Search Ads,2025-03-31,2025-05-01,20673.78,12419.3,399897,28432,7.11,1375,4.84,51902.07,317.91,35-44 Parents
CMP-3359,Summer Sale 2022,Search Ads,2022-12-15,2023-01-27,6078.19,5277.54,460569,8004,1.74,901,11.26,78465.1,1386.77,45-54 Homeowners
CMP-3360,Fall Event 2023,Influencer,2023-01-02,2023-02-02,43964.09,29158.3,400078,26349,6.59,1065,4.04,132037.65,352.83,25-34 Professionals
CMP-3361,Launch Promo 2023,Direct Mail,2023-08-03,2023-09-02,24998.03,18168.02,95211,1457,1.53,160,10.98,25708.91,41.51,25-34 Professionals
CMP-3362,Flash Special 2022,Podcast,2022-04-18,2022-05-05,30185.83,28340.0,182975,3984,2.18,119,2.99,4347.04,-84.66,55+ Retirees
CMP-3363,Winter Push 2025,Social Media,2025-09-18,2025-10-17,40746.86,38399.44,352089,16025,4.55,1951,12.17,366398.52,854.18,55+ Retirees
CMP-3364,Winter Sale 2022,Social Media,2022-09-08,2022-12-03,42984.68,33843.1,322924,20703,6.41,2725,13.16,292643.89,764.71,25-34 Professionals
CMP-3365,Spring Promo 2022,Video Ads,2022-08-10,2022-09-30,14179.73,13734.43,388578,5264,1.35,373,7.09,37395.8,172.28,25-34 Professionals
CMP-3366,Flash Offer 2022,Search Ads,2022-01-03,2022-02-17,33876.12,32548.48,298512,13175,4.41,1635,12.41,152312.92,367.96,18-24 Urban
CMP-3367,Fall Special 2025,Display Ads,2025-07-13,2025-07-23,30999.67,20936.16,97502,5646,5.79,207,3.67,32706.94,56.22,Students
CMP-3368,Flash Offer 2022,Podcast,2022-09-25,2022-11-18,49315.68,43981.63,71203,630,0.88,94,14.92,7216.65,-83.59,25-34 Professionals
CMP-3369,Holiday Campaign 2024,Email,2024-05-21,2024-07-23,47333.11,29758.09,79629,3168,3.98,389,12.28,70118.3,135.63,25-34 Professionals
CMP-3370,Fall Campaign 2023,Podcast,2023-04-13,2023-04-22,17733.7,14729.78,73472,2137,2.91,81,3.79,11076.87,-24.8,18-24 Urban
CMP-3371,Mega Promo 2024,Search Ads,2024-07-27,2024-08-28,1309.1,1076.68,459362,21179,4.61,1613,7.62,192265.52,17757.26,18-24 Urban
CMP-3372,Mega Offer 2022,Video Ads,2022-10-07,2022-11-01,27384.18,20205.52,28645,719,2.51,21,2.92,3256.02,-83.89,Small Business
CMP-3373,Exclusive Promo 2022,Email,2022-05-05,2022-05-24,16303.65,12598.11,347086,5119,1.47,296,5.78,34728.27,175.66,Enterprise
CMP-3374,Holiday Deal 2022,Email,2022-01-27,2022-03-12,16950.19,14542.47,324735,14858,4.58,1618,10.89,192334.87,1222.57,Small Business
CMP-3375,Fall Offer 2025,Social Media,2025-09-21,2025-11-22,15405.16,14023.84,360050,4395,1.22,341,7.76,42520.73,203.2,Small Business
CMP-3376,Launch Blast 2023,Direct Mail,2023-05-15,2023-06-19,13895.59,13886.41,123133,2388,1.94,123,5.15,7073.59,-49.06,Students
CMP-3377,Spring Event 2024,Influencer,2024-10-31,2025-01-11,32763.79,22402.03,31417,2469,7.86,85,3.44,13461.87,-39.91,35-44 Parents
CMP-3378,Spring Push 2022,Influencer,2022-03-30,2022-06-27,18479.7,13000.65,327102,14480,4.43,2135,14.74,141933.89,991.74,Enterprise
CMP-3379,Launch Push 2024,Email,2024-01-01,2024-03-26,40806.55,25773.0,432491,17434,4.03,801,4.59,51156.03,98.49,55+ Retirees
CMP-3380,Fall Sale 2023,Influencer,2023-08-31,2023-11-27,33375.04,31597.54,374402,29442,7.86,2616,8.89,470355.4,1388.58,55+ Retirees
CMP-3381,Premium Special 2023,Video Ads,2023-10-18,2023-12-10,13883.62,11676.63,100722,6202,6.16,245,3.95,41710.81,257.22,55+ Retirees
CMP-3382,Premium Campaign 2023,Search Ads,2023-07-07,2023-07-30,9595.33,7728.69,78740,4078,5.18,368,9.02,51555.29,567.06,Students
CMP-3383,Spring Special 2025,Video Ads,2025-05-13,2025-07-11,37200.4,22372.5,150880,7715,5.11,423,5.48,57698.63,157.9,Students
CMP-3384,Fall Event 2024,Social Media,2024-12-24,2025-03-24,33861.84,29936.04,40205,2859,7.11,107,3.74,12791.41,-57.27,18-24 Urban
CMP-3385,Holiday Offer 2023,Search Ads,2023-11-20,2024-02-07,38070.76,28137.94,91063,1170,1.28,154,13.16,17049.4,-39.41,45-54 Homeowners
CMP-3386,Mega Drive 2022,Email,2022-08-04,2022-08-21,21986.27,21044.64,198562,13335,6.72,1698,12.73,153218.9,628.07,18-24 Urban
CMP-3387,Spring Deal 2023,Influencer,2023-08-28,2023-09-28,10524.22,8760.2,462362,3717,0.8,218,5.86,36614.94,317.97,Small Business
CMP-3388,Winter Push 2024,Search Ads,2024-04-06,2024-06-24,14642.87,9323.2,493486,16898,3.42,1890,11.18,188520.99,1922.06,45-54 Homeowners
CMP-3389,Mega Promo 2025,Direct Mail,2025-06-14,2025-08-09,40693.16,30414.84,253808,17832,7.03,832,4.67,31834.61,4.67,Small Business
CMP-3390,Flash Push 2024,Direct Mail,2024-05-02,2024-06-28,37687.03,36209.46,215761,6094,2.82,400,6.56,25540.36,-29.46,25-34 Professionals
CMP-3391,Launch Blast 2024,Video Ads,2024-07-05,2024-07-26,4669.55,3590.75,436805,15576,3.57,1400,8.99,178991.89,4884.81,Enterprise
CMP-3392,Flash Offer 2022,Search Ads,2022-11-13,2022-12-19,15904.27,10820.33,319889,23610,7.38,1899,8.04,145844.21,1247.87,45-54 Homeowners
CMP-3393,Winter Offer 2024,Email,2024-10-14,2025-01-05,38614.5,30026.32,335744,8973,2.67,717,7.99,42192.78,40.52,25-34 Professionals
CMP-3394,Holiday Push 2022,Email,2022-04-19,2022-06-25,47461.92,46381.79,255539,8619,3.37,910,10.56,78428.14,69.09,45-54 Homeowners
CMP-3395,Flash Campaign 2023,Email,2023-11-04,2024-01-20,42060.29,38357.38,57333,2127,3.71,241,11.33,33590.58,-12.43,Enterprise
CMP-3396,Exclusive Push 2022,Podcast,2022-08-12,2022-10-23,42379.87,31904.88,295573,18955,6.41,1500,7.91,31679.21,-0.71,Enterprise
CMP-3397,Holiday Blast 2023,Direct Mail,2023-09-19,2023-11-19,40057.39,24445.37,451669,14989,3.32,1994,13.3,277208.28,1033.99,Enterprise
CMP-3398,Flash Offer 2023,Direct Mail,2023-01-01,2023-01-26,25216.58,24365.75,333923,5219,1.56,385,7.38,36120.07,48.24,Students
CMP-3399,Premium Deal 2023,Search Ads,2023-04-20,2023-07-13,3265.72,3151.99,411869,28033,6.81,3936,14.04,718622.69,22699.02,45-54 Homeowners
CMP-3400,Premium Promo 2024,Direct Mail,2024-04-26,2024-06-19,35768.3,27357.5,499175,12186,2.44,1313,10.77,123452.85,351.26,55+ Retirees
CMP-3401,Holiday Special 2022,Video Ads,2022-02-27,2022-03-26,8310.86,5352.27,379015,20634,5.44,2995,14.51,500715.31,9255.2,Small Business
CMP-3402,Fall Offer 2024,Social Media,2024-07-07,2024-08-05,13699.97,9658.8,50792,1988,3.91,95,4.78,14174.25,46.75,55+ Retirees
CMP-3403,Summer Event 2024,Display Ads,2024-12-11,2025-03-09,4118.25,3423.56,479394,35486,7.4,4916,13.85,521577.15,15134.94,45-54 Homeowners
CMP-3404,Mega Offer 2024,Podcast,2024-11-29,2025-02-25,38172.93,30402.56,11580,249,2.15,10,4.02,408.57,-98.66,18-24 Urban
CMP-3405,Launch Event 2023,Display Ads,2023-11-28,2023-12-29,41323.62,35494.88,442750,24445,5.52,2067,8.46,163446.45,360.48,Enterprise
CMP-3406,Mega Special 2022,Social Media,2022-04-28,2022-06-24,28648.3,25092.69,166263,13230,7.96,1146,8.66,147693.56,488.59,25-34 Professionals
CMP-3407,Winter Event 2022,Email,2022-03-29,2022-04-29,1165.94,952.59,482211,23687,4.91,3137,13.24,360834.11,37779.27,55+ Retirees
CMP-3408,Summer Drive 2022,Email,2022-04-23,2022-06-06,38604.82,24671.09,208780,2208,1.06,147,6.66,19935.63,-19.19,Enterprise
CMP-3409,Spring Campaign 2023,Email,2023-02-16,2023-04-05,14562.75,10773.21,305632,22974,7.52,513,2.23,84958.54,688.61,18-24 Urban
CMP-3410,Flash Event 2023,Video Ads,2023-10-07,2024-01-05,24184.46,17045.71,460806,25803,5.6,2146,8.32,317785.23,1764.31,18-24 Urban
CMP-3411,Fall Deal 2022,Display Ads,2022-12-13,2023-01-27,38278.0,26700.07,246068,2460,1.0,98,3.98,12543.35,-53.02,Small Business
CMP-3412,Spring Push 2023,Podcast,2023-07-31,2023-09-09,34470.54,25324.16,485605,22146,4.56,2542,11.48,406948.11,1506.96,45-54 Homeowners
CMP-3413,Flash Deal 2025,Search Ads,2025-08-28,2025-09-11,48095.91,40236.06,319807,9331,2.92,610,6.54,96348.87,139.46,55+ Retirees
CMP-3414,Summer Offer 2024,Display Ads,2024-01-24,2024-04-21,20391.7,14097.31,117334,1000,0.85,25,2.5,2825.91,-79.95,Students
CMP-3415,Exclusive Push 2025,Direct Mail,2025-06-18,2025-09-07,22054.41,20988.0,246511,5713,2.32,660,11.55,36800.89,75.34,45-54 Homeowners
CMP-3416,Summer Push 2024,Email,2024-03-18,2024-06-06,38321.88,28104.13,25787,1543,5.98,152,9.85,4680.4,-83.35,45-54 Homeowners
CMP-3417,Fall Promo 2023,Display Ads,2023-07-08,2023-08-10,6413.77,6025.67,85511,4335,5.07,165,3.81,12855.41,113.34,55+ Retirees
CMP-3418,Premium Campaign 2023,Search Ads,2023-02-03,2023-03-12,18797.0,14637.82,411015,26609,6.47,327,1.23,64499.92,340.64,25-34 Professionals
CMP-3419,Exclusive Deal 2023,Email,2023-03-25,2023-06-21,26972.77,16211.77,269355,5123,1.9,489,9.55,77248.97,376.5,35-44 Parents
CMP-3420,Spring Deal 2023,Direct Mail,2023-06-01,2023-07-25,20368.32,18725.48,176620,12549,7.11,535,4.26,22178.31,18.44,18-24 Urban
CMP-3421,Holiday Campaign 2024,Display Ads,2024-09-05,2024-09-15,1243.17,1223.35,307593,10434,3.39,906,8.68,89248.95,7195.46,Small Business
CMP-3422,Summer Push 2025,Direct Mail,2025-04-15,2025-05-20,14248.92,13981.47,493756,20718,4.2,413,1.99,60373.56,331.81,45-54 Homeowners
CMP-3423,Winter Blast 2023,Display Ads,2023-05-19,2023-07-14,1434.97,1250.66,47521,299,0.63,32,10.7,1093.53,-12.56,25-34 Professionals
CMP-3424,Spring Event 2023,Social Media,2023-01-04,2023-02-04,1565.9,1497.28,265572,4505,1.7,362,8.04,35986.9,2303.48,Enterprise
CMP-3425,Fall Event 2025,Influencer,2025-05-02,2025-05-14,10287.46,6290.37,384877,23477,6.1,3421,14.57,95439.03,1417.22,18-24 Urban
CMP-3426,Mega Event 2023,Display Ads,2023-07-17,2023-08-10,14946.76,14612.71,178064,11757,6.6,1617,13.75,215265.92,1373.14,35-44 Parents
CMP-3427,Winter Drive 2022,Video Ads,2022-05-30,2022-06-14,43915.28,40220.58,336945,11223,3.33,977,8.71,112410.92,179.49,Enterprise
CMP-3428,Premium Drive 2024,Podcast,2024-02-15,2024-04-23,21710.21,19414.23,283380,4152,1.47,162,3.9,32185.52,65.78,18-24 Urban
CMP-3429,Exclusive Push 2023,Email,2023-05-07,2023-07-17,47888.48,43961.91,157376,10786,6.85,1389,12.88,94973.65,116.04,35-44 Parents
CMP-3430,Exclusive Drive 2024,Influencer,2024-02-01,2024-04-05,2015.65,1423.57,390328,24098,6.17,2875,11.93,188799.36,13162.39,Students
CMP-3431,Holiday Deal 2025,Video Ads,2025-07-11,2025-08-19,9011.62,5576.35,144724,3257,2.25,280,8.6,23156.43,315.26,45-54 Homeowners
CMP-3432,Premium Push 2022,Display Ads,2022-01-14,2022-02-05,26291.32,24503.2,436206,3801,0.87,323,8.5,51317.29,109.43,45-54 Homeowners
CMP-3433,Spring Sale 2025,Video Ads,2025-09-12,2025-12-03,27846.77,20725.66,202037,7850,3.89,916,11.67,88175.67,325.44,35-44 Parents
CMP-3434,Exclusive Special 2024,Video Ads,2024-09-08,2024-09-20,29704.04,20670.1,220585,13514,6.13,769,5.69,117340.5,467.68,45-54 Homeowners
CMP-3435,Holiday Deal 2023,Social Media,2023-03-19,2023-05-30,32444.82,19574.44,388347,12635,3.25,1771,14.02,166436.5,750.27,Enterprise
CMP-3436,Exclusive Sale 2024,Influencer,2024-10-11,2024-12-21,2515.92,2295.22,412334,30931,7.5,2232,7.22,311912.0,13489.63,55+ Retirees
CMP-3437,Holiday Event 2023,Email,2023-05-28,2023-07-18,39466.18,32926.54,199320,8690,4.36,1235,14.21,153709.25,366.82,Students
CMP-3438,Flash Event 2023,Podcast,2023-06-15,2023-08-02,28804.74,18397.19,270654,12986,4.8,307,2.36,45495.91,147.3,Enterprise
CMP-3439,Summer Offer 2024,Influencer,2024-12-02,2025-01-29,40474.54,36093.31,425934,14266,3.35,1240,8.69,87205.97,141.61,Students
CMP-3440,Summer Sale 2022,Influencer,2022-05-09,2022-06-18,5634.01,4504.89,294228,16380,5.57,1913,11.68,370495.08,8124.29,Enterprise
CMP-3441,Spring Blast 2024,Influencer,2024-04-22,2024-05-23,44045.51,33678.32,98452,6723,6.83,465,6.92,87299.5,159.22,Students
CMP-3442,Winter Offer 2025,Email,2025-01-16,2025-03-17,17181.6,11908.31,256947,11915,4.64,818,6.87,84124.45,606.43,45-54 Homeowners
CMP-3443,Holiday Deal 2022,Video Ads,2022-10-25,2022-11-13,6004.93,5227.51,92238,2379,2.58,210,8.83,7301.03,39.67,55+ Retirees
CMP-3444,Mega Blast 2022,Email,2022-07-27,2022-10-11,34080.06,21352.19,316603,11344,3.58,436,3.84,21173.01,-0.84,35-44 Parents
CMP-3445,Launch Event 2023,Email,2023-03-26,2023-06-03,5925.28,4440.91,224563,1312,0.58,43,3.28,2608.22,-41.27,55+ Retirees
CMP-3446,Premium Push 2024,Social Media,2024-07-01,2024-08-08,8040.75,6402.8,101190,1484,1.47,54,3.64,9923.33,54.98,25-34 Professionals
CMP-3447,Summer Event 2024,Influencer,2024-05-22,2024-06-15,17524.71,13252.54,395347,20192,5.11,2306,11.42,457001.22,3348.4,25-34 Professionals
CMP-3448,Flash Special 2022,Display Ads,2022-09-01,2022-10-12,33654.29,33545.67,236503,9443,3.99,252,2.67,14228.12,-57.59,18-24 Urban
CMP-3449,Summer Event 2025,Social Media,2025-05-01,2025-06-28,7545.22,6747.57,248598,10778,4.34,702,6.51,112711.49,1570.4,35-44 Parents
CMP-3450,Fall Offer 2025,Email,2025-02-17,2025-03-25,34471.37,24550.47,408745,30883,7.56,3267,10.58,86900.51,253.97,45-54 Homeowners
CMP-3451,Holiday Sale 2023,Influencer,2023-11-13,2024-01-30,44929.47,36701.65,302046,12034,3.98,1188,9.87,69162.78,88.45,55+ Retirees
CMP-3452,Mega Deal 2022,Influencer,2022-11-22,2022-11-29,15327.45,13864.21,334531,7971,2.38,767,9.62,84881.89,512.24,Enterprise
CMP-3453,Winter Special 2024,Search Ads,2024-07-13,2024-08-29,11761.57,9506.79,219432,10322,4.7,213,2.06,41427.91,335.77,55+ Retirees
CMP-3454,Holiday Sale 2022,Social Media,2022-06-28,2022-07-30,37271.06,25385.83,111807,2136,1.91,73,3.42,6653.69,-73.79,55+ Retirees
CMP-3455,Premium Drive 2023,Influencer,2023-09-28,2023-11-10,28320.68,27888.92,407617,31539,7.74,420,1.33,30826.24,10.53,25-34 Professionals
CMP-3456,Holiday Event 2025,Search Ads,2025-03-16,2025-04-08,5107.03,4037.64,355241,15280,4.3,1900,12.43,125962.31,3019.7,Enterprise
CMP-3457,Summer Special 2022,Email,2022-06-12,2022-07-10,1123.8,1106.55,82699,4600,5.56,374,8.13,9322.18,742.45,Enterprise
CMP-3458,Fall Blast 2022,Influencer,2022-11-20,2023-01-02,21621.5,19483.9,84791,6174,7.28,118,1.91,16467.95,-15.48,Enterprise
CMP-3459,Spring Offer 2022,Direct Mail,2022-11-11,2022-12-20,14876.22,11669.56,424426,7001,1.65,667,9.53,32098.35,175.06,Small Business
CMP-3460,Winter Deal 2023,Email,2023-06-18,2023-08-10,45906.65,43730.11,492559,26007,5.28,3109,11.95,92329.43,111.13,Students
CMP-3461,Flash Deal 2022,Influencer,2022-04-07,2022-04-22,41345.95,34167.88,484686,37875,7.81,5262,13.89,1025546.03,2901.49,45-54 Homeowners
CMP-3462,Winter Deal 2024,Social Media,2024-11-05,2025-01-18,47630.67,31038.76,184656,11659,6.31,856,7.34,56396.0,81.7,25-34 Professionals
CMP-3463,Mega Special 2024,Social Media,2024-08-31,2024-11-28,38637.72,36205.46,366054,25866,7.07,2273,8.79,394750.84,990.31,25-34 Professionals
CMP-3464,Flash Event 2024,Social Media,2024-08-25,2024-11-09,4503.53,3711.35,425332,12622,2.97,1534,12.15,240891.07,6390.66,Enterprise
CMP-3465,Flash Deal 2022,Social Media,2022-10-12,2022-11-18,30300.17,23834.09,145154,1346,0.93,135,10.03,4344.33,-81.77,Small Business
CMP-3466,Summer Special 2024,Video Ads,2024-04-03,2024-05-02,38197.77,23064.86,30613,2055,6.71,94,4.57,10123.06,-56.11,18-24 Urban
CMP-3467,Premium Sale 2024,Direct Mail,2024-06-08,2024-09-06,16761.57,12962.15,182841,11932,6.53,183,1.53,5474.16,-57.77,25-34 Professionals
CMP-3468,Fall Drive 2023,Podcast,2023-09-12,2023-11-12,42413.25,35441.71,33350,521,1.56,67,12.86,8978.7,-74.67,45-54 Homeowners
CMP-3469,Summer Blast 2024,Direct Mail,2024-07-02,2024-09-30,21465.83,20618.7,63019,3735,5.93,506,13.55,53083.12,157.45,18-24 Urban
CMP-3470,Fall Drive 2024,Direct Mail,2024-01-29,2024-03-28,45244.43,39845.2,87260,6968,7.99,195,2.8,17508.41,-56.06,35-44 Parents
CMP-3471,Premium Offer 2022,Display Ads,2022-04-17,2022-05-06,49593.85,34360.69,79169,5553,7.01,251,4.52,28036.51,-18.41,18-24 Urban
CMP-3472,Launch Offer 2022,Influencer,2022-10-29,2023-01-19,25275.94,25272.04,268329,3546,1.32,308,8.69,17366.21,-31.28,45-54 Homeowners
CMP-3473,Holiday Deal 2024,Search Ads,2024-01-17,2024-04-08,3915.78,3508.6,490575,21017,4.28,2192,10.43,142332.7,3956.68,55+ Retirees
CMP-3474,Summer Deal 2023,Search Ads,2023-11-10,2024-02-04,44738.63,37720.71,266285,11991,4.5,1334,11.13,77910.17,106.54,45-54 Homeowners
CMP-3475,Flash Campaign 2022,Social Media,2022-09-24,2022-12-10,26180.39,22442.79,122992,6322,5.14,685,10.84,117585.01,423.93,45-54 Homeowners
CMP-3476,Holiday Deal 2024,Influencer,2024-12-21,2025-02-26,2952.67,2861.43,154743,10125,6.54,139,1.37,25959.37,807.22,Small Business
CMP-3477,Premium Sale 2023,Search Ads,2023-01-29,2023-02-28,15100.5,9741.55,110620,4046,3.66,512,12.65,13978.37,43.49,55+ Retirees
CMP-3478,Exclusive Deal 2025,Direct Mail,2025-04-10,2025-07-04,47479.57,33756.48,60128,357,0.59,27,7.56,1016.54,-96.99,Students
CMP-3479,Holiday Push 2023,Podcast,2023-12-31,2024-02-02,34579.01,33406.37,5286,135,2.55,16,11.85,1222.59,-96.34,55+ Retirees
CMP-3480,Launch Push 2022,Display Ads,2022-10-14,2022-12-23,43146.24,29861.34,117519,4595,3.91,152,3.31,13888.0,-53.49,Students
CMP-3481,Mega Special 2022,Influencer,2022-10-29,2022-12-07,15959.84,13210.99,254720,15097,5.93,405,2.68,74980.06,467.56,25-34 Professionals
CMP-3482,Launch Promo 2023,Search Ads,2023-08-18,2023-11-16,44437.54,42600.92,223281,11121,4.98,1550,13.94,43976.51,3.23,Small Business
CMP-3483,Exclusive Special 2024,Influencer,2024-11-12,2025-01-05,12168.72,8819.78,495208,4374,0.88,412,9.42,75815.47,759.61,45-54 Homeowners
CMP-3484,Premium Campaign 2024,Direct Mail,2024-11-05,2025-01-28,23872.25,23289.28,352865,8644,2.45,179,2.07,35479.03,52.34,Students
CMP-3485,Spring Push 2025,Display Ads,2025-02-14,2025-03-09,21708.85,14958.49,262043,8783,3.35,243,2.77,22255.14,48.78,25-34 Professionals
CMP-3486,Flash Promo 2025,Influencer,2025-01-22,2025-01-31,15079.11,10857.66,258952,13124,5.07,1943,14.8,153433.06,1313.13,55+ Retirees
CMP-3487,Premium Sale 2025,Direct Mail,2025-05-24,2025-06-01,20752.56,12955.39,494815,14724,2.98,1453,9.87,289639.9,2135.67,25-34 Professionals
CMP-3488,Launch Push 2022,Display Ads,2022-02-06,2022-03-31,2459.77,2448.55,319157,3966,1.24,487,12.28,95061.67,3782.37,Students
CMP-3489,Holiday Deal 2022,Podcast,2022-11-02,2023-01-19,44376.19,34812.69,396173,9768,2.47,860,8.8,103543.59,197.43,Small Business
CMP-3490,Summer Offer 2025,Video Ads,2025-09-07,2025-10-11,4207.85,3670.14,66595,2143,3.22,279,13.02,21769.42,493.15,45-54 Homeowners
CMP-3491,Spring Sale 2023,Podcast,2023-05-15,2023-08-12,29675.52,19353.25,285260,6451,2.26,826,12.8,140673.39,626.87,55+ Retirees
CMP-3492,Premium Push 2022,Podcast,2022-08-04,2022-10-20,27635.62,22677.12,76986,4827,6.27,512,10.61,75709.44,233.86,25-34 Professionals
CMP-3493,Flash Push 2025,Podcast,2025-04-18,2025-07-03,27568.3,25616.19,337338,21268,6.3,788,3.71,113183.04,341.84,Enterprise
CMP-3494,Spring Special 2025,Display Ads,2025-08-24,2025-09-12,19287.51,18205.44,137208,1718,1.25,209,12.17,35617.97,95.64,35-44 Parents
CMP-3495,Exclusive Drive 2022,Direct Mail,2022-12-03,2022-12-12,20686.02,15736.55,16281,594,3.65,41,6.9,2089.24,-86.72,25-34 Professionals
CMP-3496,Fall Special 2025,Direct Mail,2025-04-27,2025-07-23,15608.96,9879.7,456125,3271,0.72,425,12.99,62161.23,529.18,45-54 Homeowners
CMP-3497,Exclusive Sale 2024,Display Ads,2024-11-12,2024-11-19,9243.74,6699.93,317631,22363,7.04,2529,11.31,429917.11,6316.74,25-34 Professionals
CMP-3498,Premium Deal 2023,Search Ads,2023-12-11,2023-12-31,31598.12,20996.11,394756,14729,3.73,1471,9.99,168744.89,703.7,35-44 Parents
CMP-3499,Winter Blast 2023,Influencer,2023-12-08,2024-02-12,26796.65,20625.07,222787,9990,4.48,278,2.78,6428.22,-68.83,35-44 Parents
CMP-3500,Winter Sale 2024,Podcast,2024-05-21,2024-06-03,2518.01,2150.48,287823,15226,5.29,2046,13.44,378940.9,17521.22,45-54 Homeowners
CMP-3501,Fall Promo 2024,Search Ads,2024-12-11,2025-02-23,46948.84,45689.61,349678,3353,0.96,420,12.53,56001.95,22.57,55+ Retirees
CMP-3502,Summer Sale 2025,Social Media,2025-07-05,2025-08-06,37445.89,33818.3,420039,27738,6.6,1637,5.9,70350.56,108.03,18-24 Urban
CMP-3503,Launch Special 2024,Social Media,2024-06-26,2024-09-22,14001.32,9400.34,457775,3906,0.85,229,5.86,6691.66,-28.81,25-34 Professionals
CMP-3504,Summer Promo 2025,Influencer,2025-05-29,2025-08-24,36325.72,23491.82,269476,1915,0.71,234,12.22,31121.97,32.48,18-24 Urban
CMP-3505,Fall Event 2025,Podcast,2025-09-22,2025-11-06,5810.24,5406.5,385319,26599,6.9,487,1.83,16385.62,203.07,Small Business
CMP-3506,Exclusive Sale 2022,Podcast,2022-05-03,2022-07-15,9494.4,7472.19,26782,525,1.96,9,1.71,965.73,-87.08,25-34 Professionals
CMP-3507,Flash Promo 2023,Video Ads,2023-08-06,2023-10-29,47743.74,38058.48,473454,36888,7.79,3469,9.4,89058.63,134.0,25-34 Professionals
CMP-3508,Spring Special 2023,Influencer,2023-06-08,2023-08-02,35360.99,28312.66,68381,4381,6.41,238,5.43,22304.76,-21.22,45-54 Homeowners
CMP-3509,Winter Offer 2023,Search Ads,2023-08-29,2023-11-13,36278.21,26690.76,317553,3145,0.99,101,3.21,8122.79,-69.57,55+ Retirees
CMP-3510,Holiday Deal 2024,Influencer,2024-08-26,2024-11-19,49037.24,44001.98,190578,3571,1.87,150,4.2,8208.65,-81.34,18-24 Urban
CMP-3511,Holiday Sale 2025,Influencer,2025-03-28,2025-04-12,44739.23,36697.88,191672,11469,5.98,422,3.68,57562.09,56.85,Small Business
CMP-3512,Premium Deal 2024,Influencer,2024-11-02,2025-01-18,4116.45,3367.82,188622,7312,3.88,159,2.17,31277.55,828.72,Students
CMP-3513,Summer Sale 2024,Video Ads,2024-05-22,2024-07-23,45514.97,45267.81,247161,2557,1.03,330,12.91,48756.04,7.71,35-44 Parents
CMP-3514,Fall Event 2022,Social Media,2022-03-09,2022-04-16,1537.75,1049.82,374149,22463,6.0,960,4.27,86682.78,8156.92,Small Business
CMP-3515,Summer Offer 2025,Email,2025-06-29,2025-09-03,27049.94,16331.28,249810,18693,7.48,1892,10.12,228994.78,1302.19,18-24 Urban
CMP-3516,Exclusive Promo 2024,Video Ads,2024-12-02,2025-01-18,12645.97,11199.94,176582,5050,2.86,578,11.45,42517.35,279.62,55+ Retirees
CMP-3517,Mega Drive 2023,Influencer,2023-09-19,2023-10-26,38254.33,26964.06,220333,13417,6.09,450,3.35,41307.34,53.19,25-34 Professionals
CMP-3518,Launch Campaign 2025,Social Media,2025-04-13,2025-06-25,5823.21,5414.33,285107,20246,7.1,863,4.26,60646.28,1020.11,Small Business
CMP-3519,Premium Promo 2023,Display Ads,2023-11-22,2023-12-22,28904.54,27104.19,328589,5566,1.69,415,7.46,82522.93,204.47,Small Business
CMP-3520,Summer Drive 2024,Social Media,2024-12-28,2025-03-24,30436.51,28330.54,220792,3047,1.38,375,12.31,9074.58,-67.97,25-34 Professionals
CMP-3521,Premium Event 2023,Search Ads,2023-05-12,2023-08-07,24882.0,19357.01,424859,32183,7.57,2446,7.6,315578.32,1530.31,45-54 Homeowners
CMP-3522,Spring Special 2022,Email,2022-04-30,2022-07-19,3346.92,3051.11,252440,3927,1.56,214,5.45,15789.75,417.51,Enterprise
CMP-3523,Spring Push 2023,Email,2023-01-18,2023-04-16,16893.22,14093.26,408941,10383,2.54,1128,10.86,157917.23,1020.52,Enterprise
CMP-3524,Exclusive Event 2024,Podcast,2024-11-24,2025-02-11,1802.11,1660.83,100729,6656,6.61,757,11.37,115172.97,6834.66,45-54 Homeowners
