review_id,product_id,user_id,review_date,rating,review_title,review_text,verified_purchase,helpful_votes,product_category,sentiment
REV-103221,PROD-1025,USR-59285,2022-04-18,5,Love item,This item is love. Exactly what I was looking for.,True,97,Toys,Positive
REV-103222,PROD-2328,USR-48861,2025-01-20,4,Great product,This product is great. I would definitely recommend this to others.,True,137,Clothing,Positive
REV-103223,PROD-1346,USR-80741,2024-01-12,4,Outstanding experience,This experience is outstanding. Compared to similar products this stands out.,True,26,Home & Kitchen,Positive
REV-103224,PROD-4442,USR-51985,2022-01-02,5,Love design,This design is love. Not sure I would buy this again.,True,151,Sports,Positive
REV-103225,PROD-3662,USR-36863,2025-01-23,4,Wonderful quality,This quality is wonderful. Not sure I would buy this again.,True,184,Home & Kitchen,Positive
REV-103226,PROD-4478,USR-13283,2025-05-06,3,Reasonable design,This design is reasonable. Great design for the money.,True,41,Grocery,Neutral
REV-103227,PROD-3653,USR-52964,2024-03-16,4,Fantastic product,This product is fantastic. Shipping was fast and packaging was good.,False,64,Beauty,Positive
REV-103228,PROD-3628,USR-43276,2022-09-05,5,Perfect product,This product is perfect. Shipping was fast and packaging was good.,True,62,Home & Kitchen,Positive
REV-103229,PROD-4565,USR-11932,2024-03-26,5,Superb value,This value is superb. I would definitely recommend this to others.,False,106,Grocery,Positive
REV-103230,PROD-3149,USR-53514,2025-04-24,2,Poor performance,This performance is poor. I would definitely recommend this to others.,False,10,Toys,Negative
REV-103231,PROD-1678,USR-81578,2022-06-30,5,Perfect experience,This experience is perfect. Compared to similar products this stands out.,False,71,Beauty,Positive
REV-103232,PROD-3363,USR-94361,2025-07-01,4,Outstanding product,This product is outstanding. Not sure I would buy this again.,True,91,Grocery,Positive
REV-103233,PROD-2237,USR-18755,2023-06-26,3,Adequate performance,This performance is adequate. Not sure I would buy this again.,True,80,Electronics,Neutral
REV-103234,PROD-4272,USR-93725,2025-02-03,5,Love experience,This experience is love. Quality is love as described.,True,73,Electronics,Positive
REV-103235,PROD-1382,USR-70971,2024-03-14,4,Best performance,This performance is best. Shipping was fast and packaging was good.,True,12,Beauty,Positive
REV-103236,PROD-2066,USR-15658,2024-10-04,5,Superb value,This value is superb. The value met my expectations overall.,False,132,Grocery,Positive
REV-103237,PROD-2458,USR-14116,2025-10-01,5,Best experience,This experience is best. Compared to similar products this stands out.,True,10,Sports,Positive
REV-103238,PROD-2543,USR-64750,2025-11-20,4,Fantastic material,This material is fantastic. Quality is fantastic as described.,False,48,Grocery,Positive
REV-103239,PROD-2976,USR-94391,2023-10-07,5,Perfect experience,This experience is perfect. Exactly what I was looking for.,True,81,Sports,Positive
REV-103240,PROD-2594,USR-67875,2025-03-13,3,Reasonable material,This material is reasonable. The material met my expectations overall.,False,150,Grocery,Neutral
REV-103241,PROD-1766,USR-19754,2022-10-04,5,Fantastic material,This material is fantastic. The material met my expectations overall.,True,182,Clothing,Positive
REV-103242,PROD-4484,USR-45883,2022-06-04,5,Superb performance,This performance is superb. Great performance for the money.,True,151,Clothing,Positive
REV-103243,PROD-1402,USR-56124,2023-04-08,4,Love purchase,This purchase is love. I have been using this for weeks now.,False,145,Books,Positive
REV-103244,PROD-4672,USR-54652,2022-08-08,4,Best item,This item is best. Exactly what I was looking for.,True,96,Sports,Positive
REV-103245,PROD-4255,USR-75583,2022-07-02,5,Love item,This item is love. Quality is love as described.,False,85,Grocery,Positive
REV-103246,PROD-4378,USR-24812,2025-03-15,2,Horrible design,This design is horrible. I would definitely recommend this to others.,True,172,Toys,Negative
REV-103247,PROD-4778,USR-42721,2024-12-14,4,Fantastic material,This material is fantastic. Not sure I would buy this again.,False,11,Grocery,Positive
REV-103248,PROD-1023,USR-40778,2024-09-06,2,Useless delivery,This delivery is useless. I have been using this for weeks now.,True,196,Beauty,Negative
REV-103249,PROD-2403,USR-64078,2023-07-31,4,Perfect value,This value is perfect. Quality is perfect as described.,False,117,Sports,Positive
REV-103250,PROD-4589,USR-69689,2025-07-07,5,Wonderful quality,This quality is wonderful. Compared to similar products this stands out.,True,26,Books,Positive
REV-103251,PROD-4720,USR-98925,2022-12-13,5,Love product,This product is love. Compared to similar products this stands out.,True,73,Sports,Positive
REV-103252,PROD-2172,USR-13010,2023-09-30,5,Love material,This material is love. Not sure I would buy this again.,False,59,Grocery,Positive
REV-103253,PROD-3086,USR-85105,2024-10-26,4,Wonderful material,This material is wonderful. Could be better for the price.,True,43,Sports,Positive
REV-103254,PROD-2185,USR-35177,2023-05-25,5,Love design,This design is love. Great design for the money.,True,65,Books,Positive
REV-103255,PROD-1283,USR-81888,2023-12-30,5,Amazing value,This value is amazing. I would definitely recommend this to others.,True,167,Beauty,Positive
REV-103256,PROD-4832,USR-37695,2022-03-10,5,Excellent quality,This quality is excellent. Compared to similar products this stands out.,True,9,Sports,Positive
REV-103257,PROD-1241,USR-76276,2023-05-26,3,Acceptable value,This value is acceptable. Great value for the money.,True,167,Sports,Neutral
REV-103258,PROD-1727,USR-21111,2025-10-03,3,Standard performance,This performance is standard. Exactly what I was looking for.,True,49,Electronics,Neutral
REV-103259,PROD-2602,USR-38490,2022-07-07,4,Superb value,This value is superb. Great value for the money.,False,72,Grocery,Positive
REV-103260,PROD-2337,USR-79346,2025-10-17,5,Outstanding experience,This experience is outstanding. I would definitely recommend this to others.,False,129,Sports,Positive
REV-103261,PROD-2519,USR-41333,2022-08-12,4,Perfect design,This design is perfect. Great design for the money.,True,49,Clothing,Positive
REV-103262,PROD-4177,USR-82193,2023-04-12,4,Perfect purchase,This purchase is perfect. Exactly what I was looking for.,True,46,Grocery,Positive
REV-103263,PROD-4953,USR-28833,2022-01-05,5,Perfect material,This material is perfect. Compared to similar products this stands out.,True,169,Home & Kitchen,Positive
REV-103264,PROD-2594,USR-45048,2024-07-22,4,Great delivery,This delivery is great. Shipping was fast and packaging was good.,False,149,Electronics,Positive
REV-103265,PROD-1739,USR-13231,2025-02-25,3,Okay quality,This quality is okay. Great quality for the money.,True,17,Clothing,Neutral
REV-103266,PROD-1455,USR-34792,2025-11-28,5,Perfect performance,This performance is perfect. I have been using this for weeks now.,False,197,Sports,Positive
REV-103267,PROD-1414,USR-61852,2023-03-07,5,Best value,This value is best. I have been using this for weeks now.,True,30,Electronics,Positive
REV-103268,PROD-3714,USR-83783,2023-05-26,3,Alright quality,This quality is alright. Shipping was fast and packaging was good.,False,30,Toys,Neutral
REV-103269,PROD-2234,USR-58494,2022-02-15,5,Best material,This material is best. Exactly what I was looking for.,True,142,Electronics,Positive
REV-103270,PROD-4522,USR-29258,2022-02-19,4,Best quality,This quality is best. Compared to similar products this stands out.,False,69,Clothing,Positive
REV-103271,PROD-1095,USR-69935,2023-04-28,4,Wonderful delivery,This delivery is wonderful. I would definitely recommend this to others.,True,120,Clothing,Positive
REV-103272,PROD-1425,USR-74582,2024-04-22,5,Wonderful item,This item is wonderful. Shipping was fast and packaging was good.,True,159,Clothing,Positive
REV-103273,PROD-4801,USR-95705,2024-02-27,5,Fantastic delivery,This delivery is fantastic. The delivery met my expectations overall.,True,45,Sports,Positive
REV-103274,PROD-2888,USR-83213,2025-11-01,5,Best experience,This experience is best. Exactly what I was looking for.,True,78,Clothing,Positive
REV-103275,PROD-3343,USR-86363,2022-07-20,4,Great design,This design is great. Compared to similar products this stands out.,True,105,Beauty,Positive
REV-103276,PROD-2078,USR-70118,2023-06-05,1,Useless purchase,This purchase is useless. Great purchase for the money.,False,176,Electronics,Negative
REV-103277,PROD-2829,USR-58476,2022-06-21,3,Fair performance,This performance is fair. The performance met my expectations overall.,True,186,Beauty,Neutral
REV-103278,PROD-3719,USR-36190,2024-04-14,3,Standard purchase,This purchase is standard. Compared to similar products this stands out.,True,112,Clothing,Neutral
REV-103279,PROD-1710,USR-69038,2024-05-18,4,Love quality,This quality is love. Could be better for the price.,True,181,Electronics,Positive
REV-103280,PROD-2657,USR-83889,2023-08-19,4,Fantastic performance,This performance is fantastic. Compared to similar products this stands out.,False,139,Electronics,Positive
REV-103281,PROD-4371,USR-52946,2025-05-22,5,Best experience,This experience is best. Could be better for the price.,True,96,Grocery,Positive
REV-103282,PROD-1390,USR-30847,2022-08-24,3,Alright design,This design is alright. Quality is alright as described.,True,45,Grocery,Neutral
REV-103283,PROD-1101,USR-45511,2023-08-04,5,Fantastic performance,This performance is fantastic. Not sure I would buy this again.,True,115,Clothing,Positive
REV-103284,PROD-4927,USR-98122,2022-03-15,4,Amazing product,This product is amazing. Not sure I would buy this again.,True,147,Electronics,Positive
REV-103285,PROD-2766,USR-88233,2023-09-11,4,Excellent product,This product is excellent. Shipping was fast and packaging was good.,True,132,Beauty,Positive
REV-103286,PROD-2505,USR-91789,2023-09-11,3,Fine value,This value is fine. Shipping was fast and packaging was good.,False,128,Sports,Neutral
REV-103287,PROD-4471,USR-53532,2024-12-24,4,Perfect design,This design is perfect. The design met my expectations overall.,False,158,Home & Kitchen,Positive
REV-103288,PROD-1938,USR-61827,2024-10-23,5,Excellent item,This item is excellent. Compared to similar products this stands out.,True,3,Clothing,Positive
REV-103289,PROD-2624,USR-69625,2024-10-21,5,Outstanding product,This product is outstanding. Not sure I would buy this again.,True,42,Home & Kitchen,Positive
REV-103290,PROD-4985,USR-38140,2025-08-12,4,Great value,This value is great. I would definitely recommend this to others.,True,4,Electronics,Positive
REV-103291,PROD-2128,USR-43112,2024-07-05,5,Love quality,This quality is love. Shipping was fast and packaging was good.,True,13,Beauty,Positive
REV-103292,PROD-3438,USR-65088,2023-02-08,5,Great performance,This performance is great. I would definitely recommend this to others.,True,187,Electronics,Positive
REV-103293,PROD-4317,USR-48141,2025-06-10,5,Best quality,This quality is best. Shipping was fast and packaging was good.,True,7,Grocery,Positive
REV-103294,PROD-1703,USR-27246,2025-11-26,3,Decent purchase,This purchase is decent. Shipping was fast and packaging was good.,True,155,Beauty,Neutral
REV-103295,PROD-2466,USR-59388,2023-04-02,5,Fantastic performance,This performance is fantastic. Exactly what I was looking for.,True,176,Toys,Positive
REV-103296,PROD-3437,USR-42370,2025-03-30,5,Perfect experience,This experience is perfect. Not sure I would buy this again.,True,125,Toys,Positive
REV-103297,PROD-3106,USR-10831,2025-01-11,2,Broken experience,This experience is broken. Exactly what I was looking for.,True,125,Toys,Negative
REV-103298,PROD-1678,USR-36515,2022-01-08,5,Best delivery,This delivery is best. The delivery met my expectations overall.,True,173,Beauty,Positive
REV-103299,PROD-4033,USR-38979,2025-02-26,1,Poor design,This design is poor. Great design for the money.,True,53,Toys,Negative
REV-103300,PROD-4884,USR-74473,2024-01-31,5,Love quality,This quality is love. Shipping was fast and packaging was good.,True,60,Sports,Positive
REV-103301,PROD-3875,USR-83767,2023-06-12,5,Love material,This material is love. Quality is love as described.,False,54,Toys,Positive
REV-103302,PROD-3995,USR-16504,2025-04-02,3,Adequate item,This item is adequate. Great item for the money.,True,64,Books,Neutral
REV-103303,PROD-4128,USR-61228,2025-06-19,2,Bad design,This design is bad. Shipping was fast and packaging was good.,True,149,Sports,Negative
REV-103304,PROD-1071,USR-42872,2025-06-08,5,Excellent delivery,This delivery is excellent. Exactly what I was looking for.,False,200,Grocery,Positive
REV-103305,PROD-4441,USR-33186,2022-07-13,4,Amazing material,This material is amazing. Exactly what I was looking for.,True,199,Toys,Positive
REV-103306,PROD-1412,USR-33615,2025-09-10,5,Love material,This material is love. The material met my expectations overall.,False,175,Grocery,Positive
REV-103307,PROD-1850,USR-17720,2024-03-12,5,Great design,This design is great. I would definitely recommend this to others.,True,133,Electronics,Positive
REV-103308,PROD-1049,USR-57633,2022-07-30,5,Superb experience,This experience is superb. Could be better for the price.,True,163,Beauty,Positive
REV-103309,PROD-2656,USR-85348,2025-09-11,4,Perfect quality,This quality is perfect. The quality met my expectations overall.,True,42,Beauty,Positive
REV-103310,PROD-3629,USR-65084,2025-08-17,5,Love value,This value is love. Great value for the money.,True,142,Electronics,Positive
REV-103311,PROD-1665,USR-31152,2025-12-19,5,Superb purchase,This purchase is superb. Not sure I would buy this again.,True,0,Toys,Positive
REV-103312,PROD-4841,USR-16265,2022-05-13,3,Okay product,This product is okay. Quality is okay as described.,True,58,Sports,Neutral
REV-103313,PROD-4970,USR-18009,2024-08-11,1,Bad material,This material is bad. Shipping was fast and packaging was good.,False,169,Clothing,Negative
REV-103314,PROD-3921,USR-59155,2025-12-30,5,Superb performance,This performance is superb. Quality is superb as described.,True,188,Grocery,Positive
REV-103315,PROD-2375,USR-67313,2025-12-30,2,Broken purchase,This purchase is broken. Not sure I would buy this again.,True,138,Toys,Negative
REV-103316,PROD-4779,USR-28287,2025-01-16,3,Adequate value,This value is adequate. Could be better for the price.,True,87,Home & Kitchen,Neutral
REV-103317,PROD-4379,USR-78589,2025-08-21,4,Wonderful delivery,This delivery is wonderful. Not sure I would buy this again.,False,70,Beauty,Positive
REV-103318,PROD-4026,USR-83457,2022-11-10,5,Wonderful design,This design is wonderful. I have been using this for weeks now.,True,137,Sports,Positive
REV-103319,PROD-2156,USR-18947,2022-09-11,4,Love performance,This performance is love. I would definitely recommend this to others.,True,75,Electronics,Positive
REV-103320,PROD-3502,USR-71632,2024-01-17,4,Best experience,This experience is best. Not sure I would buy this again.,True,73,Home & Kitchen,Positive
REV-103321,PROD-1591,USR-88254,2025-09-30,5,Great material,This material is great. Exactly what I was looking for.,True,95,Home & Kitchen,Positive
REV-103322,PROD-2596,USR-74948,2024-10-11,5,Perfect delivery,This delivery is perfect. I have been using this for weeks now.,True,103,Electronics,Positive
REV-103323,PROD-2541,USR-25957,2024-04-01,4,Great product,This product is great. I would definitely recommend this to others.,True,141,Books,Positive
REV-103324,PROD-2661,USR-79158,2022-06-09,5,Superb delivery,This delivery is superb. Quality is superb as described.,True,140,Beauty,Positive
REV-103325,PROD-3011,USR-84273,2025-09-09,2,Broken experience,This experience is broken. Great experience for the money.,True,48,Clothing,Negative
REV-103326,PROD-3343,USR-11512,2024-02-21,3,Adequate material,This material is adequate. I have been using this for weeks now.,True,193,Toys,Neutral
REV-103327,PROD-3599,USR-90653,2024-09-18,5,Wonderful performance,This performance is wonderful. Could be better for the price.,True,22,Electronics,Positive
REV-103328,PROD-4915,USR-36019,2022-03-17,4,Outstanding purchase,This purchase is outstanding. Shipping was fast and packaging was good.,True,127,Electronics,Positive
REV-103329,PROD-4606,USR-51400,2022-02-09,5,Excellent design,This design is excellent. I have been using this for weeks now.,True,161,Books,Positive
REV-103330,PROD-4430,USR-80652,2022-11-27,4,Excellent value,This value is excellent. Not sure I would buy this again.,True,172,Beauty,Positive
REV-103331,PROD-4911,USR-13318,2024-04-02,5,Fantastic material,This material is fantastic. Shipping was fast and packaging was good.,True,170,Toys,Positive
REV-103332,PROD-2276,USR-37026,2024-03-06,4,Superb product,This product is superb. Great product for the money.,False,107,Books,Positive
REV-103333,PROD-1274,USR-36163,2025-07-28,4,Fantastic value,This value is fantastic. Could be better for the price.,True,114,Home & Kitchen,Positive
REV-103334,PROD-1528,USR-74943,2023-03-10,5,Love delivery,This delivery is love. I have been using this for weeks now.,True,78,Grocery,Positive
REV-103335,PROD-4471,USR-76533,2022-01-25,5,Excellent product,This product is excellent. The product met my expectations overall.,True,170,Books,Positive
REV-103336,PROD-4436,USR-43797,2025-12-08,2,Defective experience,This experience is defective. Compared to similar products this stands out.,False,167,Beauty,Negative
REV-103337,PROD-2435,USR-34156,2022-06-15,5,Outstanding experience,This experience is outstanding. The experience met my expectations overall.,True,4,Electronics,Positive
REV-103338,PROD-1078,USR-16671,2022-06-27,5,Wonderful experience,This experience is wonderful. I have been using this for weeks now.,True,55,Beauty,Positive
REV-103339,PROD-2720,USR-57219,2022-12-05,5,Superb delivery,This delivery is superb. Not sure I would buy this again.,True,80,Home & Kitchen,Positive
REV-103340,PROD-4437,USR-10336,2025-04-25,4,Love quality,This quality is love. Quality is love as described.,True,30,Sports,Positive
REV-103341,PROD-3945,USR-42768,2022-01-27,4,Amazing experience,This experience is amazing. I have been using this for weeks now.,False,38,Sports,Positive
REV-103342,PROD-4960,USR-63367,2025-11-13,5,Love product,This product is love. Exactly what I was looking for.,False,196,Books,Positive
REV-103343,PROD-3109,USR-90814,2023-03-01,5,Outstanding item,This item is outstanding. Exactly what I was looking for.,True,169,Clothing,Positive
REV-103344,PROD-4142,USR-49997,2022-09-20,4,Amazing delivery,This delivery is amazing. Not sure I would buy this again.,True,152,Toys,Positive
REV-103345,PROD-4492,USR-34784,2023-05-01,3,Reasonable experience,This experience is reasonable. I would definitely recommend this to others.,True,191,Toys,Neutral
REV-103346,PROD-1512,USR-22039,2022-10-02,4,Fantastic purchase,This purchase is fantastic. I would definitely recommend this to others.,True,59,Books,Positive
REV-103347,PROD-3245,USR-72682,2025-02-02,5,Perfect quality,This quality is perfect. Quality is perfect as described.,True,186,Books,Positive
REV-103348,PROD-3693,USR-58958,2025-05-14,5,Amazing delivery,This delivery is amazing. Exactly what I was looking for.,True,191,Home & Kitchen,Positive
REV-103349,PROD-4094,USR-15098,2024-08-30,5,Amazing item,This item is amazing. I have been using this for weeks now.,True,18,Sports,Positive
REV-103350,PROD-1631,USR-87016,2022-01-27,3,Acceptable material,This material is acceptable. Could be better for the price.,True,134,Clothing,Neutral
REV-103351,PROD-2543,USR-80658,2024-08-31,4,Perfect performance,This performance is perfect. Not sure I would buy this again.,True,121,Sports,Positive
REV-103352,PROD-4510,USR-11273,2024-10-08,4,Amazing quality,This quality is amazing. Compared to similar products this stands out.,True,87,Home & Kitchen,Positive
REV-103353,PROD-4429,USR-31717,2024-02-15,3,Fair delivery,This delivery is fair. Shipping was fast and packaging was good.,False,41,Electronics,Neutral
REV-103354,PROD-3869,USR-96712,2023-12-18,3,Average material,This material is average. Quality is average as described.,True,162,Books,Neutral
REV-103355,PROD-2293,USR-34407,2023-05-19,4,Outstanding design,This design is outstanding. Could be better for the price.,True,143,Books,Positive
REV-103356,PROD-1665,USR-40641,2023-05-22,5,Perfect design,This design is perfect. Could be better for the price.,True,54,Home & Kitchen,Positive
REV-103357,PROD-2221,USR-15508,2022-11-06,5,Superb quality,This quality is superb. Not sure I would buy this again.,False,111,Toys,Positive
REV-103358,PROD-2676,USR-64726,2025-06-08,3,Reasonable material,This material is reasonable. Could be better for the price.,False,103,Toys,Neutral
REV-103359,PROD-2291,USR-20720,2024-05-11,3,Standard experience,This experience is standard. I would definitely recommend this to others.,False,189,Books,Neutral
REV-103360,PROD-3994,USR-13453,2022-12-10,4,Love quality,This quality is love. Not sure I would buy this again.,True,57,Home & Kitchen,Positive
REV-103361,PROD-4177,USR-26432,2024-01-30,3,Reasonable design,This design is reasonable. The design met my expectations overall.,True,53,Electronics,Neutral
REV-103362,PROD-1968,USR-45640,2024-11-26,5,Love material,This material is love. I would definitely recommend this to others.,True,192,Beauty,Positive
REV-103363,PROD-3032,USR-31937,2022-07-30,4,Excellent product,This product is excellent. Compared to similar products this stands out.,True,188,Clothing,Positive
REV-103364,PROD-2092,USR-66376,2025-03-27,4,Wonderful quality,This quality is wonderful. Not sure I would buy this again.,True,23,Grocery,Positive
REV-103365,PROD-1625,USR-27041,2024-03-03,5,Superb item,This item is superb. The item met my expectations overall.,True,5,Electronics,Positive
REV-103366,PROD-1370,USR-82271,2024-02-09,5,Excellent performance,This performance is excellent. Exactly what I was looking for.,False,146,Home & Kitchen,Positive
REV-103367,PROD-4244,USR-70979,2025-02-16,5,Great delivery,This delivery is great. Compared to similar products this stands out.,True,178,Home & Kitchen,Positive
REV-103368,PROD-3911,USR-30519,2024-10-14,5,Excellent value,This value is excellent. Not sure I would buy this again.,True,120,Sports,Positive
REV-103369,PROD-4605,USR-82610,2025-04-26,5,Best experience,This experience is best. Great experience for the money.,True,143,Home & Kitchen,Positive
REV-103370,PROD-3135,USR-14256,2022-06-26,2,Terrible item,This item is terrible. Compared to similar products this stands out.,False,121,Home & Kitchen,Negative
REV-103371,PROD-3853,USR-91996,2024-12-03,5,Excellent value,This value is excellent. I have been using this for weeks now.,False,200,Home & Kitchen,Positive
REV-103372,PROD-3641,USR-92151,2022-03-27,5,Best item,This item is best. Compared to similar products this stands out.,True,11,Toys,Positive
REV-103373,PROD-3671,USR-70336,2024-02-27,3,Alright design,This design is alright. The design met my expectations overall.,False,46,Grocery,Neutral
REV-103374,PROD-4822,USR-39998,2023-01-17,4,Great product,This product is great. I would definitely recommend this to others.,True,97,Clothing,Positive
REV-103375,PROD-2488,USR-98316,2023-02-21,5,Outstanding quality,This quality is outstanding. Could be better for the price.,True,16,Books,Positive
REV-103376,PROD-1109,USR-85820,2025-04-08,3,Acceptable product,This product is acceptable. The product met my expectations overall.,True,76,Clothing,Neutral
REV-103377,PROD-4518,USR-51833,2023-05-09,4,Perfect performance,This performance is perfect. Compared to similar products this stands out.,False,145,Sports,Positive
REV-103378,PROD-2512,USR-76603,2023-07-21,2,Terrible experience,This experience is terrible. Not sure I would buy this again.,True,108,Sports,Negative
REV-103379,PROD-1969,USR-77537,2023-09-01,5,Perfect value,This value is perfect. Great value for the money.,True,198,Books,Positive
REV-103380,PROD-1672,USR-54921,2024-03-13,4,Superb delivery,This delivery is superb. I would definitely recommend this to others.,True,50,Beauty,Positive
REV-103381,PROD-3904,USR-59730,2025-03-07,4,Fantastic performance,This performance is fantastic. Quality is fantastic as described.,True,91,Toys,Positive
REV-103382,PROD-2188,USR-16778,2024-09-09,5,Outstanding experience,This experience is outstanding. Exactly what I was looking for.,False,98,Sports,Positive
REV-103383,PROD-1530,USR-14089,2022-01-11,5,Wonderful value,This value is wonderful. I have been using this for weeks now.,True,32,Beauty,Positive
REV-103384,PROD-1959,USR-79035,2024-05-04,3,Fair purchase,This purchase is fair. Quality is fair as described.,True,174,Grocery,Neutral
REV-103385,PROD-1900,USR-48374,2024-07-22,4,Superb experience,This experience is superb. The experience met my expectations overall.,True,92,Sports,Positive
REV-103386,PROD-2715,USR-66568,2023-12-11,5,Perfect design,This design is perfect. Quality is perfect as described.,True,178,Sports,Positive
REV-103387,PROD-2619,USR-92233,2023-07-14,5,Excellent value,This value is excellent. The value met my expectations overall.,True,178,Grocery,Positive
REV-103388,PROD-3425,USR-94765,2025-07-28,4,Perfect product,This product is perfect. The product met my expectations overall.,False,81,Toys,Positive
REV-103389,PROD-3172,USR-43372,2025-12-01,3,Acceptable value,This value is acceptable. Quality is acceptable as described.,False,132,Electronics,Neutral
REV-103390,PROD-1284,USR-71058,2022-10-05,5,Great delivery,This delivery is great. I would definitely recommend this to others.,True,59,Books,Positive
REV-103391,PROD-4402,USR-30410,2022-05-22,2,Awful quality,This quality is awful. I would definitely recommend this to others.,True,198,Beauty,Negative
REV-103392,PROD-1141,USR-53831,2023-07-22,4,Perfect material,This material is perfect. Could be better for the price.,False,189,Clothing,Positive
REV-103393,PROD-3371,USR-64021,2025-10-06,4,Best quality,This quality is best. The quality met my expectations overall.,True,107,Books,Positive
REV-103394,PROD-2726,USR-31942,2023-04-26,4,Outstanding value,This value is outstanding. Could be better for the price.,True,66,Sports,Positive
REV-103395,PROD-2700,USR-33394,2024-04-05,5,Wonderful purchase,This purchase is wonderful. Compared to similar products this stands out.,False,82,Home & Kitchen,Positive
REV-103396,PROD-4371,USR-45522,2023-11-30,5,Great purchase,This purchase is great. I would definitely recommend this to others.,False,34,Books,Positive
REV-103397,PROD-1332,USR-90007,2023-11-01,4,Amazing quality,This quality is amazing. The quality met my expectations overall.,True,32,Books,Positive
REV-103398,PROD-2321,USR-10751,2025-03-17,4,Amazing value,This value is amazing. Not sure I would buy this again.,True,153,Clothing,Positive
REV-103399,PROD-3898,USR-80103,2022-06-27,4,Wonderful experience,This experience is wonderful. Could be better for the price.,True,134,Toys,Positive
REV-103400,PROD-2142,USR-95539,2022-07-21,5,Excellent value,This value is excellent. Could be better for the price.,True,80,Sports,Positive
REV-103401,PROD-1860,USR-42895,2022-12-01,5,Best experience,This experience is best. Compared to similar products this stands out.,True,71,Clothing,Positive
REV-103402,PROD-4008,USR-45284,2023-04-02,5,Superb value,This value is superb. Quality is superb as described.,True,161,Grocery,Positive
REV-103403,PROD-2376,USR-21146,2022-05-08,5,Wonderful delivery,This delivery is wonderful. Compared to similar products this stands out.,False,116,Home & Kitchen,Positive
REV-103404,PROD-3460,USR-40251,2024-10-22,4,Fantastic purchase,This purchase is fantastic. Great purchase for the money.,True,15,Home & Kitchen,Positive
REV-103405,PROD-1033,USR-46402,2023-01-04,5,Perfect performance,This performance is perfect. Shipping was fast and packaging was good.,True,83,Books,Positive
REV-103406,PROD-4293,USR-10888,2025-01-28,4,Fantastic performance,This performance is fantastic. I would definitely recommend this to others.,True,137,Grocery,Positive
REV-103407,PROD-4351,USR-61754,2022-04-10,5,Fantastic experience,This experience is fantastic. I have been using this for weeks now.,False,4,Electronics,Positive
REV-103408,PROD-4604,USR-88977,2023-12-21,4,Love material,This material is love. Great material for the money.,True,30,Books,Positive
REV-103409,PROD-3560,USR-94215,2022-07-13,5,Superb experience,This experience is superb. Could be better for the price.,True,28,Clothing,Positive
REV-103410,PROD-3826,USR-39421,2023-10-18,5,Fantastic material,This material is fantastic. I have been using this for weeks now.,False,17,Beauty,Positive
REV-103411,PROD-2489,USR-25511,2023-05-09,3,Decent performance,This performance is decent. I would definitely recommend this to others.,True,127,Sports,Neutral
REV-103412,PROD-4975,USR-17989,2022-11-13,5,Fantastic value,This value is fantastic. Compared to similar products this stands out.,True,191,Sports,Positive
REV-103413,PROD-2526,USR-97027,2024-09-18,4,Fantastic purchase,This purchase is fantastic. Quality is fantastic as described.,True,95,Home & Kitchen,Positive
REV-103414,PROD-2959,USR-37294,2022-09-07,3,Decent experience,This experience is decent. Could be better for the price.,True,184,Clothing,Neutral
REV-103415,PROD-4865,USR-16368,2025-03-19,5,Wonderful design,This design is wonderful. Great design for the money.,True,196,Sports,Positive
REV-103416,PROD-3960,USR-87105,2024-03-05,4,Perfect purchase,This purchase is perfect. Great purchase for the money.,True,162,Home & Kitchen,Positive
REV-103417,PROD-4437,USR-37907,2023-05-16,5,Love product,This product is love. Shipping was fast and packaging was good.,True,170,Sports,Positive
REV-103418,PROD-2892,USR-41090,2023-04-30,4,Outstanding purchase,This purchase is outstanding. The purchase met my expectations overall.,True,155,Grocery,Positive
REV-103419,PROD-1721,USR-65025,2024-06-07,5,Best quality,This quality is best. Could be better for the price.,False,13,Clothing,Positive
REV-103420,PROD-2253,USR-24756,2023-02-15,3,Standard quality,This quality is standard. I would definitely recommend this to others.,False,125,Clothing,Neutral
REV-103421,PROD-1529,USR-37580,2025-04-03,4,Excellent product,This product is excellent. I would definitely recommend this to others.,False,23,Grocery,Positive
REV-103422,PROD-2078,USR-41571,2023-04-28,4,Amazing delivery,This delivery is amazing. Exactly what I was looking for.,True,23,Home & Kitchen,Positive
REV-103423,PROD-4958,USR-50898,2024-02-09,5,Best value,This value is best. Shipping was fast and packaging was good.,True,194,Grocery,Positive
REV-103424,PROD-1120,USR-11792,2023-07-10,5,Amazing performance,This performance is amazing. I would definitely recommend this to others.,True,34,Clothing,Positive
REV-103425,PROD-3996,USR-77444,2022-09-04,5,Outstanding purchase,This purchase is outstanding. I would definitely recommend this to others.,True,12,Beauty,Positive
REV-103426,PROD-4714,USR-95135,2023-09-28,3,Reasonable performance,This performance is reasonable. Exactly what I was looking for.,True,112,Toys,Neutral
REV-103427,PROD-1470,USR-76562,2022-03-31,5,Love experience,This experience is love. I would definitely recommend this to others.,False,102,Grocery,Positive
REV-103428,PROD-3804,USR-61974,2022-02-16,5,Love experience,This experience is love. I have been using this for weeks now.,False,58,Grocery,Positive
REV-103429,PROD-4531,USR-21796,2024-06-24,5,Superb purchase,This purchase is superb. Compared to similar products this stands out.,False,36,Electronics,Positive
REV-103430,PROD-1740,USR-24570,2024-08-17,4,Great performance,This performance is great. I have been using this for weeks now.,True,24,Books,Positive
